4.596455808734662973e-01	1.421985003451660678e-01	1.653307663972203856e-01	4.850982506382257493e-21
5.296455808734663595e-01	1.136090218685378572e-01	1.571460854436827759e-01	5.359683317313353289e-18
6.096455808734663195e-01	9.995245924030025930e-02	1.288810914397207075e-01	7.385917018549004176e-02
6.896455808734663906e-01	8.900775214207247432e-02	1.071105387776573603e-01	1.346801961690286265e-01
7.796455808734663595e-01	7.942775320994620303e-02	8.602394541597045696e-02	1.922839954555844166e-01
8.696455808734663284e-01	6.972390528951824540e-02	7.219515427722081324e-02	2.305767498450097541e-01
9.696455808734664172e-01	6.150206797682702259e-02	5.655816185653148725e-02	3.162427003081070831e-01
1.069645580873466395e+00	5.447361559487708810e-02	4.488112056096295321e-02	3.774855439291716075e-01
1.169645580873466262e+00	4.879420439889583377e-02	3.434872456886407105e-02	4.481673896230027321e-01
1.279645580873466360e+00	4.167366664769593665e-02	2.895092335362847366e-02	4.867622164938028573e-01
1.389645580873466235e+00	3.638506824988923388e-02	2.330113430672252003e-02	5.367759140914365457e-01
1.509645580873466342e+00	3.069979222967169838e-02	1.837282015329127008e-02	6.001220870592002266e-01
1.629645580873466226e+00	2.712566091536382576e-02	1.380712853066487673e-02	6.355763540511083498e-01
1.759645580873466342e+00	2.344509226977379776e-02	1.008060820644637000e-02	6.804266714927847959e-01
1.889645580873466235e+00	1.951265899217680816e-02	9.509221025904993421e-03	7.014569763540879910e-01
2.029645580873466582e+00	1.692779280186971699e-02	7.020014045179029556e-03	7.348820592003103558e-01
2.169645580873466262e+00	1.335387596633899263e-02	7.542957376061148675e-03	7.548538687826160665e-01
2.319645580873466173e+00	1.203724673517291704e-02	4.159827830556613558e-03	7.976639505051804635e-01
2.469645580873466084e+00	9.787981839099386613e-03	3.770477199730594853e-03	8.243161290366699534e-01
2.629645580873466226e+00	8.216222921629689688e-03	3.678624948171322837e-03	8.336056844008021827e-01
2.789645580873466368e+00	7.945207123499777382e-03	5.440954576549446222e-04	8.709704616962040680e-01
2.959645580873466297e+00	5.930064147327260282e-03	2.319955377149283439e-03	8.700992118951640375e-01
3.129645580873466226e+00	4.834021399507468751e-03	1.436722730619436998e-03	9.026507652282785843e-01
3.309645580873466386e+00	4.290159585377636975e-03	2.045736793080954897e-03	8.863569422245399787e-01
3.488645580873466212e+00	3.001700025673089030e-03	2.658243822734978039e-03	9.014033730912379694e-01
3.679645580873466049e+00	3.058839859635915665e-03	1.454765610200658889e-03	9.169885320590914768e-01
3.869645580873466439e+00	2.830163875353285206e-03	6.403451224199566284e-13	9.452105985934819987e-01
4.069645580873466173e+00	1.642682457488478000e-03	2.088054099431968513e-03	9.305598734211181222e-01
4.269645580873466351e+00	1.439584693947807683e-03	1.750740783067434659e-03	9.399120247504886283e-01
4.489645580873466990e+00	1.111015139336816093e-03	2.188253376829674916e-03	9.387245400127304240e-01
4.709645580873466741e+00	1.812653746390324337e-03	1.704986302544107086e-03	9.254901231943589712e-01
4.929645580873466493e+00	9.282113704360811903e-04	1.966154176765843621e-03	9.473751316845446802e-01
5.049645580873466599e+00	7.752609028672237477e-04	1.488899231327612139e-03	9.570343445364860591e-01
5.269645580873466351e+00	6.994436712825994988e-04	1.315138446979482274e-03	9.665138803706059267e-01
5.509645580873466564e+00	1.187780009121854356e-03	1.013736988613454879e-03	9.595342628254207584e-01
5.719645580873466528e+00	9.410248615497202864e-04	6.786383051269823923e-14	9.836608356887901472e-01
5.938645580873466834e+00	5.674984648198038426e-05	2.435268933436135659e-03	9.606714773763735948e-01
