-1.160764152589366521e-01	-8.810632073899275774e-02	-1.375546606602280619e-03
-1.445532699492895479e-01	-1.007154103151527702e-01	-2.620288800481094301e-03
-1.611191797233783030e-01	-1.059768494442011044e-01	-3.791038399838835265e-03
-1.675703289507260718e-01	-1.110146418689591102e-01	-4.780660978153769732e-03
-1.697723717782221031e-01	-1.186300146695353080e-01	-5.492752874331643595e-03
-1.663634650742464305e-01	-1.230977286737395676e-01	-6.050451110692502132e-03
-1.601145151437179670e-01	-1.307346501122660376e-01	-6.366813396296706201e-03
-1.496829878405224468e-01	-1.406084605417872724e-01	-6.780410057147559857e-03
-1.354989274825506573e-01	-1.485234480447878425e-01	-6.766718564223192164e-03
-1.159654645175167559e-01	-1.501292985656230150e-01	-6.714132892061611471e-03
-9.069886885223112094e-02	-1.450816356637096849e-01	-7.044371221218286537e-03
-6.736586248851959835e-02	-1.345070847394004565e-01	-7.512052684860924014e-03
-4.218455740297905737e-02	-1.202819014560743693e-01	-7.410266515809963740e-03
-1.822711459000708398e-02	-1.072338125372125639e-01	-7.087054491627213515e-03
5.073648673239477234e-03	-8.652113093977405189e-02	-5.590307304340082738e-03
