-1.160764152589366521e-01	-8.810632073899275774e-02	-2.372785082497370131e-03
-1.445532699492895479e-01	-1.007154103151527702e-01	-4.086719665123976671e-03
-1.611191797233783030e-01	-1.059768494442011044e-01	-5.964080053034210779e-03
-1.675703289507260718e-01	-1.110146418689591102e-01	-7.495439308761991243e-03
-1.697723717782221031e-01	-1.186300146695353080e-01	-8.537754525882580367e-03
-1.663634650742464305e-01	-1.230977286737395676e-01	-9.296519691393469870e-03
-1.601145151437179670e-01	-1.307346501122660376e-01	-9.697234893797887154e-03
-1.496829878405224468e-01	-1.406084605417872724e-01	-1.022081053475468529e-02
-1.354989274825506573e-01	-1.485234480447878425e-01	-1.010991103721892333e-02
-1.159654645175167559e-01	-1.501292985656230150e-01	-9.981502551710706370e-03
-9.069886885223112094e-02	-1.450816356637096849e-01	-1.034935596883041452e-02
-6.736586248851959835e-02	-1.345070847394004565e-01	-1.074747229491891665e-02
-4.218455740297905737e-02	-1.202819014560743693e-01	-1.039885869558611169e-02
-1.822711459000708398e-02	-1.072338125372125639e-01	-9.680847937366199654e-03
5.073648673239477234e-03	-8.652113093977405189e-02	-7.958168622211148763e-03
