-1.160764152589366521e-01	-8.810632073899275774e-02	-2.504986722331834816e-03
-1.445532699492895479e-01	-1.007154103151527702e-01	-4.750242049452132499e-03
-1.611191797233783030e-01	-1.059768494442011044e-01	-7.107470039950157178e-03
-1.675703289507260718e-01	-1.110146418689591102e-01	-9.205280554156144296e-03
-1.697723717782221031e-01	-1.186300146695353080e-01	-1.059793056086041213e-02
-1.663634650742464305e-01	-1.230977286737395676e-01	-1.150650862170038424e-02
-1.601145151437179670e-01	-1.307346501122660376e-01	-1.186846902342850348e-02
-1.496829878405224468e-01	-1.406084605417872724e-01	-1.227996030917821724e-02
-1.354989274825506573e-01	-1.485234480447878425e-01	-1.176858106964452470e-02
-1.159654645175167559e-01	-1.501292985656230150e-01	-1.137636133721404638e-02
-9.069886885223112094e-02	-1.450816356637096849e-01	-1.148825245025952325e-02
-6.736586248851959835e-02	-1.345070847394004565e-01	-1.170918995036638807e-02
-4.218455740297905737e-02	-1.202819014560743693e-01	-1.116773464719214397e-02
-1.822711459000708398e-02	-1.072338125372125639e-01	-1.016173303150152626e-02
5.073648673239477234e-03	-8.652113093977405189e-02	-8.485105826569578139e-03
