-1.160764152589366521e-01	-8.810632073899275774e-02	-1.916187993104433726e-03
-1.445532699492895479e-01	-1.007154103151527702e-01	-3.187937481529903687e-03
-1.611191797233783030e-01	-1.059768494442011044e-01	-4.538731570185256491e-03
-1.675703289507260718e-01	-1.110146418689591102e-01	-5.525134041218010029e-03
-1.697723717782221031e-01	-1.186300146695353080e-01	-6.275577991078064299e-03
-1.663634650742464305e-01	-1.230977286737395676e-01	-6.863971559472822198e-03
-1.601145151437179670e-01	-1.307346501122660376e-01	-7.284480762185581437e-03
-1.496829878405224468e-01	-1.406084605417872724e-01	-7.897963366605347674e-03
-1.354989274825506573e-01	-1.485234480447878425e-01	-8.022076007694226712e-03
-1.159654645175167559e-01	-1.501292985656230150e-01	-8.099030461532418304e-03
-9.069886885223112094e-02	-1.450816356637096849e-01	-8.437030848772147928e-03
-6.736586248851959835e-02	-1.345070847394004565e-01	-9.095843521884416916e-03
-4.218455740297905737e-02	-1.202819014560743693e-01	-8.901839750999370263e-03
-1.822711459000708398e-02	-1.072338125372125639e-01	-8.506494322000320366e-03
5.073648673239477234e-03	-8.652113093977405189e-02	-6.890779054689461815e-03
